Protein_Group	Protein_Ids	Protein_Names	Genes	First_Protein_Description	control_r1	control_r2	control_r3	MI_IZ_r1	MI_IZ_r2	MI_IZ_r3	MI_IZ_r4	MI_remote_r1	MI_remote_r2	MI_remote_r3	MI_remote_r4
Q9D7N6	Q9D7N6	RM30_MOUSE	Mrpl30		282.458	477.494	494.084	442.019				211.769	310.72		
Q9D7N9	Q9D7N9	APMAP_MOUSE	Apmap		4022.69	4281.5	3908.12	4866.18	4933.76	6955.47	5443	4381.36	5316.67	4016.86	4897.33
Q9D7P6	Q9D7P6	ISCU_MOUSE	Iscu		2751.81	3878.52	3526.56	2968.62	2760.53	3267.31		2705.47	3447.8	3343.71	3392.71
Q9D7X3	Q9D7X3	DUS3_MOUSE	Dusp3		1994.89	2582.13	2948.79	2882.56	2870.45			2688.04	3473.69	2905.27	2715.79
Q9D819	Q9D819	IPYR_MOUSE	Ppa1		7243.59	5735.67	7341.34	13926.9	6809.58	7774.99	6158.3	6001.67	9298.49	7220.93	7283.26
Q9D832	Q9D832	DNJB4_MOUSE	Dnajb4		5340.41	4464.57	4796.23	8506.11	7454.85	7967.2	5364.56	6715.93	6052.34	8266.8	6481.17
Q9D832;Q9QYJ3	Q9D832;Q9QYJ3	DNJB1_MOUSE;DNJB4_MOUSE	Dnajb1;Dnajb4		1317.52		1818.19	3082.12	2881.8	2256.39		1351.11	1399.65	1952.67	2329.9
Q9D855	Q9D855	QCR7_MOUSE	Uqcrb		89512.6	93098.9	95111.2	84874.7	67773.5	64514.4	32779.2	84685.8	68219.5	99381.3	77918.7
Q9D880	Q9D880	TIM50_MOUSE	Timm50		13669	14874	14091.8	12369.1	10847.2	11299.5	8058.15	12653.7	12310.9	12695.6	12951.3
Q9D883	Q9D883	U2AF1_MOUSE	U2af1		9200.27	11239	8975.34	14474.6	26263.1	15157.6	21199.2	12055.2	12859.7	10456.5	13370.1
Q9D898	Q9D898	ARP5L_MOUSE	Arpc5l		1979.18	2345.69	2195	2415.13	2706.78	3783.13	2284.91	2780.7	3130.41	3188.74	3177.03
Q9D8B3	Q9D8B3	CHM4B_MOUSE	Chmp4b		3351.84	3286.91	3791.46	7371.58	5353.44	7689.9	6089.06	3730.79	5058.64	3986.45	3039.05
Q9D8B4	Q9D8B4	NDUAB_MOUSE	Ndufa11		5782.65	5165.8	5468.64	4639.69	4726.89	6620.75		4013.8	5329.95	5548.58	4975.4
Q9D8E6	Q9D8E6	RL4_MOUSE	Rpl4		10697.9	11077.3	10867.8	18056.1	18939.8	18301.8	18074	13890.8	14246.8	12854.1	13527.4
Q9D8H7	Q9D8H7	OMA1_MOUSE	Oma1		4204.82	1966.77	3330.03	3538.21	3578.3			2877.27	3759.84	2768.27	
Q9D8N0	Q9D8N0	EF1G_MOUSE	Eef1g		33471.2	36313.4	32291.4	57849.1	57895.6	55604.9	52902.8	42237.2	53050.2	46408.1	51407.1
Q9D8N2	Q9D8N2	DEN10_MOUSE	Dennd10		1542.82	1804.31	1325.22	1426.7	1983.82			1842.61	1911.1	2010.28	
Q9D8P4	Q9D8P4	RM17_MOUSE	Mrpl17		3026.18	3550.87	2988.28	2344.89	2359.88		2849.09	2719.19	2304.08	3293.4	2890.07
Q9D8S3	Q9D8S3	ARFG3_MOUSE	Arfgap3		1167.15	1106.93	960.327	1810.89	1581.17	898.379	1351.34	1076.91	2053.11	1448.31	
Q9D8T2	Q9D8T2	GSDMD_MOUSE	Gsdmd		2621.48	1780.95	2047.64	3861.17	3592.52			2118.29	2571.86		
Q9D8T7	Q9D8T7	SLIRP_MOUSE	Slirp		12977.7	10198.8	13747.6	9634.97	9925.94	8300.37		11873.9	10067.5	12913.4	11400.8
Q9D8U6	Q9D8U6	MCEM1_MOUSE	Mcemp1		1924.31			3162.23	6118.7	8435.85	11538.6				
Q9D8U8	Q9D8U8	SNX5_MOUSE	Snx5		3101.51	4185.98	3724.5	3594.48	4415.24	3989.56	4633.3	4396.44	3895.76	3675.95	4068.13
Q9D8U8;Q6P8X1	Q9D8U8;Q6P8X1	SNX5_MOUSE;SNX6_MOUSE	Snx5;Snx6		3687.62	2860.12	2192.38	3316.78	3007.8	3464.49		3072.82	3752.69	1722.47	2835.26
Q9D8V0	Q9D8V0	HM13_MOUSE	Hm13		2119.31	2198.21	2057.64	4001.21	4921.7	4690.94	5091.71	2993.65	4064.4	1912.26	
Q9D8W5	Q9D8W5	PSD12_MOUSE	Psmd12		7515.02	8261.58	6577.42	10162.4	10595.6	9712.79	9309.39	8089.18	11808.4	9300.09	10632.5
Q9D8Y0	Q9D8Y0	EFHD2_MOUSE	Efhd2		3725.16	4335.77	3605	9554.78	9661.42	6908.92	5122.06	5457.4	10046	4106.36	7871.8
Q9D8Y0;Q9D4J1	Q9D8Y0;Q9D4J1	EFHD1_MOUSE;EFHD2_MOUSE	Efhd1;Efhd2		892.365	1026.94		2892.77	3187.69			1136.02	2567.02	1000.98	1575.09
Q9D8Y1	Q9D8Y1	T126A_MOUSE	Tmem126a		13330.8	13282.2	12392.7	9365.44	10592.6	9149.96	6292.49	11524.6	11068.6	10303.5	10708.3
Q9D903	Q9D903	EBP2_MOUSE	Ebna1bp2					4482.65			3392.83				
Q9D958	Q9D958	SPCS1_MOUSE	Spcs1		2001.16	1536.77	2171.14	2526	3674.25		1741.82	1480.97	2402.83	1851.32	
Q9D9V3	Q9D9V3	ECHD1_MOUSE	Echdc1		3763.04	3631.21	3407.1	3791.17	3551.98	3104.9	1673.23	3638	3692.6	4096.46	4447.47
Q9DA03	Q9DA03	LYRM7_MOUSE	Lyrm7		1388.53	1860.6	2071.24	1671.53	2379.83			1674.24	1555.66	1883.67	1860.53
Q9DAK9	Q9DAK9	PHP14_MOUSE	Phpt1		2329.95	2089.06	2587.38		2149.96	2211.66		2106.31	2050.65	2214.36	2207.78
Q9DAR7	Q9DAR7	DCPS_MOUSE	Dcps		2745.07	2989.94	3062.11	3952.06	3522.65	2722.17		2621.5	3317.25	3557.78	4046.6
Q9DAS9	Q9DAS9	GBG12_MOUSE	Gng12		7885.39	10338.6	11810	11599.6	15348.2	14171.6	10567.9	10881.8	9762.48	9337.02	11726.2
Q9DAW6	Q9DAW6	PRP4_MOUSE	Prpf4			3612.2			5363.24	5212.37	4808.29	4414.92			
Q9DAW9	Q9DAW9	CNN3_MOUSE	Cnn3		6796.45	9357.41	5297.49	8567.53	9859.41	6866.35	9682.96	7643.78	10552.8	8024.31	7724.89
Q9DAW9;Q08093	Q9DAW9;Q08093	CNN2_MOUSE;CNN3_MOUSE	Cnn2;Cnn3		2982.27	4252.06	3398.35	5962.08	7813.79	7627.21	7741.34	4558.88	7290.32	4870.79	5569.62
Q9DB05	Q9DB05	SNAA_MOUSE	Napa		4050.16	4331.59	4446.82	5199.08	5624.28	4875.32	5617.46	4155.83	4977.2	4722.92	4489.75
Q9DB15	Q9DB15	RM12_MOUSE	Mrpl12		11361.6	12741.4	11639.5	10283.6	8752.51	9781.9	5263.34	9534.27	10668.2	11797.1	12242.4
Q9DB20	Q9DB20	ATPO_MOUSE	Atp5po		275992	311421	316105	254825	249190	209837	113546	288896	285952	291963	229784
Q9DB27	Q9DB27	MCTS1_MOUSE	Mcts1		3711.9	5223.8	5427.12	5262.2	4447.13	4677.51		3788.85	2896.8	3744.38	4253.16
Q9DB29	Q9DB29	IAH1_MOUSE	Iah1				4209.37	8187.54	2754.35	3444.58		3075.89	4924.08		
Q9DB60	Q9DB60	PXL2B_MOUSE	Prxl2b		3962.02	3028.26	3305.11	3400.26	3034.55	2686.41	1946.91	3305.21	3939.58	3089.47	3090.47
Q9DB73	Q9DB73	NB5R1_MOUSE	Cyb5r1		5753.94	6436.32	5464.14	4559.52	6024.19	5778.48	4313.25	6294.21	7527.59	5686.35	6439.85
Q9DB77	Q9DB77	QCR2_MOUSE	Uqcrc2		155910	144995	161186	122437	93314.1	92684.9	53124	140128	108781	140268	117486
Q9DBB4;Q80UM3	Q9DBB4;Q80UM3	NAA15_MOUSE;NAA16_MOUSE	Naa15;Naa16		2457.61	3201.34	2578.24	3264.91	4090.33	4139.28		2688.15	3577.65	3801.08	3648.83
Q9DBB8	Q9DBB8	DHDH_MOUSE	Dhdh		3378.02	4043.75	3056.71	4655.13	4746.47			3316.53	3416.47	2734.25	3868.87
Q9DBB9	Q9DBB9	CPN2_MOUSE	Cpn2		3936.94	4095.5	3415.15	8829.71	7228.04	5990.2		3686.99	5287.24	4239.41	
Q9DBC7	Q9DBC7	KAP0_MOUSE	Prkar1a		7608.68	8280.23	8719.71	10217.5	10762	8873.92	8210.18	10553.7	10120.4	10925.7	11160.5
Q9DBD0	Q9DBD0	ICA_MOUSE	Ica		2695.69	2630.33	1709.78	5773.88	3792.38	5540.67	3502.91	3051.3	3754.18	2826.19	2873.58
Q9DBF1	Q9DBF1	AL7A1_MOUSE	Aldh7a1		6748.88	6266.79	6493.24	6693.67	6049.12	7066.57		5799.82	5911.72	6285.58	7911.91
Q9DBG3	Q9DBG3	AP2B1_MOUSE	Ap2b1		6137.24	7773.06	7464.87	8638.93	9105.77	10106.3	8975.98	8096.99	8273.76	7263.25	8554.33
Q9DBG3;O35643	Q9DBG3;O35643	AP1B1_MOUSE;AP2B1_MOUSE	Ap1b1;Ap2b1		6445.56	7186.11	7095.2	6787.06	8684.89	8429.91	9061.31	7583.26	8653.17	7700.45	6578.79
Q9DBG5	Q9DBG5	PLIN3_MOUSE	Plin3		11457.4	10530.2	10779.1	8717.26	8854.08	6161.94	5682.17	9488.68	8171.12	9214.2	8369.94
Q9DBG6	Q9DBG6	RPN2_MOUSE	Rpn2		8837.86	9125.85	8594.38	9642.74	11690.3	12738.2	15028.1	9196.26	11417.1	7955.52	11754.5
Q9DBG7	Q9DBG7	SRPRA_MOUSE	Srpra		2412.53	3797.71	3004.33	4191.32	4439.05	7083.26	5732.09	4119.39	3673.52	4352.33	4645.32
Q9DBG9	Q9DBG9	TX1B3_MOUSE	Tax1bp3		2593.61	2387.36	2778.35	3840.13	2443.83			3525.14	3053.49	2892.45	
Q9DBH5	Q9DBH5	LMAN2_MOUSE	Lman2		7546.23	9425.38	7986.88	8898.96	10242.7	10382.1	12068.1	7867.19	10747.3	8194.24	9323.51
Q9DBJ1	Q9DBJ1	PGAM1_MOUSE	Pgam1		6534.93	5742.87	5351.45	14743.2	9009.62	8233.56	9362.28	6259.66	7617.2	5657.78	8169.6
Q9DBJ1;O70250	Q9DBJ1;O70250	PGAM1_MOUSE;PGAM2_MOUSE	Pgam1;Pgam2		21634.5	15933.6	16363.9	31367.9	18519.3	15005.2	8080.63	15759.9	16564.1	14931	21439.9
Q9DBK7	Q9DBK7	Q9DBK7_MOUSE	Uba7		1646.75	1697.78	1921.01	1709.9					1675.67		
Q9DBL1	Q9DBL1	ACDSB_MOUSE	Acadsb		17903.6	19575.9	19813.4	18874	16686.9	16069.3	11478	19206.3	18538.4	19028.4	19432.8
Q9DBP5	Q9DBP5	KCY_MOUSE	Cmpk1		3024.42	2631.13	2641.63	4475.11	5102.2		3719.87	3666.04	2513.02	3272.51	3906.52
Q9DBR0	Q9DBR0	AKAP8_MOUSE	Akap8		2192.76	1817.12	1752.76	2557.82	3856.53	2477.85	3096.91	3299.1	4023.56	2273	1892.79
Q9DBR1	Q9DBR1	XRN2_MOUSE	Xrn2		1904.39	2875.38	2517.33	2437.45	4863.6	2522.15	4545.52	2685.72	2645.14	3401.47	
Q9DBR7	Q9DBR7	MYPT1_MOUSE	Ppp1r12a		6985.96	7874.9	7299.85	9230.39	9232.5	8713.52	8960.84	8928.41	9616.88	7700.19	8134.14
Q9DBR7;Q8BG95	Q9DBR7;Q8BG95	MYPT1_MOUSE;MYPT2_MOUSE	Ppp1r12a;Ppp1r12b		3722.39	3399.15	4178.97	3276.38	3468.83	3432.27	2415.7	4091.69	4013.76	3713.54	3965.19
Q9DBS1	Q9DBS1	TMM43_MOUSE	Tmem43		5983.77	7100.05	5578.93	7699.08	11180.1	12431.9	13409.1	8234.59	7266.08	5457.98	8142.02
Q9DBS5;O88448	Q9DBS5;O88448	KLC2_MOUSE;KLC4_MOUSE	Klc2;Klc4		1480.45	1266.3	1006.66	1430.29	1661.06	1468.7	1922.12	1847.88	1290.59	1295.3	
Q9DBZ1	Q9DBZ1	IKIP_MOUSE	Ikbip			3450.57	2357.36	3220.44	4069.56	3552.29			2708.57		
Q9DBZ5	Q9DBZ5	EIF3K_MOUSE	Eif3k		3153.46	3207.62	3438.43	4413.92	6140.82	5107.57	5361.67	4162.59	4742.38	3636.47	5260.61
Q9DC16	Q9DC16	ERGI1_MOUSE	Ergic1		3525.15	4566.51	3191.6	3404.03	4089.24	4568.96	6025.91	3841.92	3830.7	2975.13	4047.75
Q9DC51	Q9DC51	GNAI3_MOUSE	Gnai3		2883.35	2418.47	3073.06	4302.51	4398.77	3658.59	4738.5	2805.44	2897.58	2344.15	1486.24
Q9DC61	Q9DC61	MPPA_MOUSE	Pmpca		7977.43	6646.43	6963.7	7448.97	7099.53	6585.44	5219.68	7108.51	7537	7349.71	6619.67
Q9DC69	Q9DC69	NDUA9_MOUSE	Ndufa9		81424.4	77090.1	93755.4	68939.8	51682.6	58622.5	28339.6	75227.2	66421	75090	64740.9
Q9DC70	Q9DC70	NDUS7_MOUSE	Ndufs7		59813	71914	68974.2	58348.4	45434.7	48890.9	23834.3	63121.4	53642.2	64911.7	56208.5
Q9DC77	Q9DC77	SMPX_MOUSE	Smpx		3464.68	3073.55	3812.24	4631.62	5390.9	2627.8	2108.91	3840.44	3704.63	6179.17	4673.52
Q9DCB8	Q9DCB8	ISCA2_MOUSE	Isca2		2197.38	1563.21	1551.76	2538.24	2038.62			1906.42	2991.61	2432.58	
Q9DCC4	Q9DCC4	P5CR3_MOUSE	Pycr3			3455.23		3330.76	4413.3		4115.04		3989.99	3587.94	4002.87
Q9DCC8	Q9DCC8	TOM20_MOUSE	Tomm20		19138	20167	19933.4	15206.2	18033.2	23944.9	14885.4	16366.2	18116.1	20218.4	19378.5
Q9DCD0	Q9DCD0	6PGD_MOUSE	Pgd		4819.42	3526.82	3948.15	11518.4	7937.86	9304.31	12034.1	4078.04	4805.16	4545.22	5405.38
Q9DCD6;P60521;Q8R3R8	Q9DCD6;P60521;Q8R3R8	GBRAP_MOUSE;GBRL1_MOUSE;GBRL2_MOUSE	Gabarap;Gabarapl1;Gabarapl2			1786.56	1740.45	2882.03	2845.39		2806.48		2365.95		2839.88
Q9DCF9	Q9DCF9	SSRG_MOUSE	Ssr3		2193.59		1921.36	2844.94	3943.6	4113.07		2983.18	4583.76	2468.01	
Q9DCH4	Q9DCH4	EIF3F_MOUSE	Eif3f		6219.55	6888.11	5521.34	10400.1	9619.97	10498.2	10130.6	7044.02	8447.52	6993.74	7438.32
Q9DCJ5	Q9DCJ5	NDUA8_MOUSE	Ndufa8		76253.9	66037.9	84467.4	59497.2	40923.2	42004	22440.1	62686.9	64095.2	73565.8	54343.6
Q9DCL9	Q9DCL9	PUR6_MOUSE	Paics		11024.2	12013.3	12814.4	13803.4	13888.7	10570.1	12983.6	12699.5	15363.4	12857.2	13515.7
Q9DCM0	Q9DCM0	ETHE1_MOUSE	Ethe1		5446.91	4724.67	4217.85	7386.21	7308.3	4471.46	6340.48	5566.82	5654.02	4475.54	7073.26
Q9DCM2	Q9DCM2	GSTK1_MOUSE	Gstk1		17116.4	18270	22543.2	22850.6	16144	15372.4	9931.81	16703.2	18980.1	18299.4	17520.9
Q9DCN2	Q9DCN2	NB5R3_MOUSE	Cyb5r3		15632.4	20994	17013.2	15253.5	20991.7	19956.7	19814	19197.6	25777.4	16439.6	23745.4
Q9DCS3	Q9DCS3	MECR_MOUSE	Mecr		3988.84	4298.99	4507.69	5186.2	4451.43	4391.57	4059.41	5205.58	3947.85	4096.5	3718.15
Q9DCS9	Q9DCS9	NDUBA_MOUSE	Ndufb10		109708	98056.2	123055	102850	67800.9	71960.3	33147.1	92599.8	89063.1	106831	68427.8
Q9DCT1	Q9DCT1	AKCL2_MOUSE	Akr1e2		5819.26	4863.92	3216.61	6522.69	5107.12	5777.84	7368.5	6621.35	8414.94	6144.02	6260.42
Q9DCT2	Q9DCT2	NDUS3_MOUSE	Ndufs3		95401.6	71806.8	101413	71926.8	50881.7	62654.6	29501.4	70153.7	76486.2	85762.2	63987.7
Q9DCT8	Q9DCT8	CRIP2_MOUSE	Crip2		68226.4	77583.9	75276.3	52761.6	51946.9	29673.1	22770	66433.1	68938.8	62465	67803.3
Q9DCU6	Q9DCU6	RM04_MOUSE	Mrpl4		4304.24	4544.97	4248.93	3008.4	3632.76	5912.84	3140.7	3935.76	3542.14	3686.68	3587.99
Q9DCV4	Q9DCV4	RMD1_MOUSE	Rmdn1		7579.89	9433.71	8599.96	7387.92	6837.46	6970.92	4587.73	9437.89	7891.97	8419.61	9306.67
Q9DCW4	Q9DCW4	ETFB_MOUSE	Etfb		266748	253497	276913	309232	234892	170037	104324	245277	224744	262721	267707
Q9DCX2	Q9DCX2	ATP5H_MOUSE	Atp5pd		433145	387348	416691	343067	278748	258795	110621	414386	362567	385029	286721
Q9DCZ1	Q9DCZ1	GMPR1_MOUSE	Gmpr		6645.64	6673.48	6687.25	5747.64	5281.58	3495.82	3463.64	6068.47	7253.37	7700.54	6611.68
Q9DCZ4	Q9DCZ4	MIC26_MOUSE	Apoo		56184.9	62112.1	63795.9	46207.5	34884.3	31286.6	20607.9	58705.4	48131.4	61225.1	44045.5
Q9DD03;P61027	Q9DD03;P61027	RAB10_MOUSE;RAB13_MOUSE	Rab10;Rab13		10861.1	9653.03	11624.6	11308.5	6325.72	10392.8	6543.84	9463.76	5899.74	6957.09	7751.19
Q9EP69	Q9EP69	SAC1_MOUSE	Sacm1l		7322.66	7670.38	6688.25	6574.55	7540.46	7039.86	8192.34	7787.04	7591.85	7035.96	7317.7
Q9EP72	Q9EP72	EMC7_MOUSE	Emc7		2234.33	2147.36	1800.19	1884.92	3055.24		2147.02	2458.02	2311.01	2531.78	2241.04
Q9EPB4	Q9EPB4	ASC_MOUSE	Pycard		363.068	369.651	289.728	1084.56	790.949		912.821	614.345	735.318		1048.07
Q9EPB5	Q9EPB5	SERHL_MOUSE	Serhl		5701.72	5645.7	5431.54	4660.19	4575.56	4376.63	4352.71	4172.65	5282.37	6160.55	6771.01
Q9EPC1	Q9EPC1	PARVA_MOUSE	Parva		2698.75	2748.37	2364.29	2473.68	2388.53	2652.68	1262.03	2731.52	2895.12	2344.65	2544.17
Q9EPE9	Q9EPE9	AT131_MOUSE	Atp13a1		4814.83	3285.44	2945.07	4686.7	3322.25	4121.11	3756.21	3103.63	2299.47	9065.69	3176.19
Q9EPJ9	Q9EPJ9	ARFG1_MOUSE	Arfgap1		1592.46	1496.85	1262.26	1807.88	1801.5	1827.71		1557.72	1646.82	1650.34	1766.53
Q9EPK2	Q9EPK2	XRP2_MOUSE	Rp2		1138.81	834.404	793.248	1633.03	2766.4	2478.57	3654.15	1407.87	1309.39	1281.32	1143.74
Q9EPK7	Q9EPK7	XPO7_MOUSE	Xpo7		2530.57	3423.79	2712.83	2889.46	3584.29		3871.88	2640.41	2727.84	2613.45	3511.72
Q9EPL8	Q9EPL8	IPO7_MOUSE	Ipo7		6712.91	5804.92	6549.59	18926.2	16854.9	11866.3	10127.9	8860.87	11933.8	11570.8	10026.6
Q9EPM5	Q9EPM5	SYNCI_MOUSE	Sync		2659.47	3097.48	3238.67	2419.64	3041.09	3179.18	1999.01	3323.77	3250.45	2855.77	3971.6
Q9EPU0	Q9EPU0	RENT1_MOUSE	Upf1		6171.02	6164.42	5490.06	7457.49	8052.99	8773.09	7187.64	6197.02	7399.84	6744.41	7825.75
Q9EPX2	Q9EPX2	PPN_MOUSE	Papln		11384	9694.48	9039.94	7324.43	9742.03	9989.3	9757.28	11315.3	9848.47	9548.04	10882.3
Q9EQ06	Q9EQ06	DHB11_MOUSE	Hsd17b11		3130.91	3220.8	2811.18	2758.01	4265.07	6650.77	5334.82	3965.43	3601.01	3518.98	4846.77
Q9EQ20	Q9EQ20	MMSA_MOUSE	Aldh6a1		36293.5	37673.5	44336.8	41076	27002.9	27652.1	17088.4	36129.4	26239.5	36381.7	31106
Q9EQ61	Q9EQ61	PESC_MOUSE	Pes1		1997.29			3320.21	3540.82	5398.88	3954.4	2820.3	2650.35	2318.72	2967.96
Q9EQH2	Q9EQH2	ERAP1_MOUSE	Erap1		1657.72	1811.33	1928.55	2047.12	2964.17			2738.85	2656.85	2072.39	
Q9EQH3	Q9EQH3	VPS35_MOUSE	Vps35		15731.2	16023.6	16381.7	15824.8	16432.6	19105.3	16570.6	18987.1	17968.8	15991.4	16988.4
Q9EQI5	Q9EQI5	Q9EQI5_MOUSE	Ppbp					3913.32	4022.45	6474.73	9750.95				3338.07
Q9EQI8	Q9EQI8	RM46_MOUSE	Mrpl46		4491	5079.07	4714.4	4335.21	4790.73	2054.79	2777.89	4705.18	4766.44	5123.46	5895.04
Q9EQK5	Q9EQK5	MVP_MOUSE	Mvp		7432.05	6966.36	7002.77	11710.5	11925.1	15120.2	12533.5	8974.96	10406.1	6488.27	9372.86
Q9EQP2	Q9EQP2	EHD4_MOUSE	Ehd4		36740.9	42083.8	38269.3	61194.5	54684.7	48612.9	39369	54260.7	63243.2	54384.6	55803.7
Q9EQP2;Q8BH64	Q9EQP2;Q8BH64	EHD2_MOUSE;EHD4_MOUSE	Ehd2;Ehd4		5240.42	5849.2	5850.32	4413.74	2564.53		2493.77	4235.14	6042.36	5318.93	
Q9EQQ2	Q9EQQ2	YIPF5_MOUSE	Yipf5		546.569	1236.84	739.884	788.612	2243.47		1778.14	1280.98	1176.92	1606.85	1669.09
Q9EQS3	Q9EQS3	MYCBP_MOUSE	Mycbp		1953.8	2199.75	2711.83	3101.35	2809.57		1867.52	2205.24	1898.17	2576.44	1936.21
Q9EQU5	Q9EQU5	SET_MOUSE	Set		5423.92	5637.31	4650.11	15854.2	13665.6	9764.79	11544.7	5798.04	8060.74	4970.17	6394.26
Q9ER00	Q9ER00	STX12_MOUSE	Stx12		4683.67	5764.77	5362.82	4498.05	5403.13	4928.4	3837.3	5862.31	5212.47	3997.79	4977.99
Q9ER35	Q9ER35	FN3K_MOUSE	Fn3k		1844.76	1985.53	2261.52	1844.06				1506.25	1284.8	2079.58	
Q9ER71;Q8R527;P84096;P60766;P63001;P60764;Q05144	Q9ER71;Q8R527;P84096;P60766;P63001;P60764;Q05144	CDC42_MOUSE;RAC1_MOUSE;RAC2_MOUSE;RAC3_MOUSE;RHOG_MOUSE;RHOJ_MOUSE;RHOQ_MOUSE	Cdc42;Rac1;Rac2;Rac3;Rhog;Rhoj;Rhoq		2045.46	3305.99	2819.81	5569.39	6188.18	5475.26	5436.67	3475.29	3427.18	4387.67	3857.51
Q9ER72	Q9ER72	SYCC_MOUSE	Cars1		4104.1	3154.66		6464.19	4352.8			3348.76	4035.33		3917.44
Q9ER88	Q9ER88	RT29_MOUSE	Dap3		4336.55	4332.15	4714.83	4800.39				5524.88	4831.94	6631.6	5108.66
Q9ERB0	Q9ERB0	SNP29_MOUSE	Snap29		2983.06	2885.87	2647.08	3352.6	4413.63	4118.07	4982.44	3884.01	3650.02	3161.35	3365.34
Q9ERD7	Q9ERD7	TBB3_MOUSE	Tubb3								2729.48		3226.79		
Q9ERE7	Q9ERE7	MESD_MOUSE	Mesd		4099.47	3169.27	4064.02	4922.41	5924.97	6469.28	5353.57	3972.18	4545.66	4149.59	4402.52
Q9ERG0	Q9ERG0	LIMA1_MOUSE	Lima1		3861.6	4938.28	3907.95	5729.06	6911.77	5623.46	7721.4	5090.46	5820.17	3793.41	4869.07
Q9ERG2	Q9ERG2	STRN3_MOUSE	Strn3		2312.6	2466.88	2541.58	2550.41	3032.42	3218.91	4577.27	3288.86	3822.79	3161.37	2850.21
Q9ERI2	Q9ERI2	RB27A_MOUSE	Rab27a		3944.42	4886.25	4009.62	4078.22	5086.47	7820.2	12554.5	3491.07	4916.49	3639.59	2997.65
Q9ERI6	Q9ERI6	RDH14_MOUSE	Rdh14		8964.38	8631.67	7954.63	5940.08	7236.46	8950.32	4325.93	8643.8	8046.78	8305.62	8425.61
Q9ERK4	Q9ERK4	XPO2_MOUSE	Cse1l		6527.07	6621.86	6464.74	9030.92	9582.81	7124.31	7982.03	7067.28	8548.29	8320.5	8241.42
Q9ERL7;Q9CQI3	Q9ERL7;Q9CQI3	GMFB_MOUSE;GMFG_MOUSE	Gmfb;Gmfg		1231.56	1394.49	1525.94	3377.23	2967.7		3676.48	2141.39	2398.6	2248.29	
Q9ERN0	Q9ERN0	SCAM2_MOUSE	Scamp2		2884.52	2035.64	2374.14	3471.3	4890.75	3076.75	8649.21	4123.92	4415.97	2998.56	3109.75
Q9ERP3	Q9ERP3	TRI54_MOUSE	Trim54		3395.32	3894.65	2984.51	3563.72	3396.75			4761.43	4050.52	4690.53	4153.91
Q9ERR7	Q9ERR7	SEP15_MOUSE	Selenof		19590.4	16685.8	20241.7	9055.29	13173	5940.88	10202.2	10849.5	16564.2		4810.74
Q9ERS2	Q9ERS2	NDUAD_MOUSE	Ndufa13		154642	136548	157076	114000	82135.8	84452.4	48377.8	151065	109263	149743	125798
Q9ERU9	Q9ERU9	RBP2_MOUSE	Ranbp2		7537	8170.44	7264.47	8871.65	13483.9	12405	8952.5	9577.08	8791.57	8526.8	10499
Q9ERZ4	Q9ERZ4	ACM2_MOUSE	Chrm2			570.639	693.661	720.205				1416.8	1522.47	1101.98	
Q9ES28	Q9ES28	ARHG7_MOUSE	Arhgef7		9799.94	5694.09	5074.89	6606.1	6100.4	8708.01	6238.84	8418	6518.01	5860.86	7205.98
Q9ES28;Q8K4I3	Q9ES28;Q8K4I3	ARHG6_MOUSE;ARHG7_MOUSE	Arhgef6;Arhgef7		4451.58	6226.35	4796.3	6895.87	5737.26	6376.33	7235.95	5725.2	5295.74	4843.85	
Q9ES46	Q9ES46	PARVB_MOUSE	Parvb		6308.33	5664.77	6161.79	7091.69	5245.44	8607.27	5860.35	5789.77	6948.24	5729.4	4945.78
Q9ES52	Q9ES52	SHIP1_MOUSE	Inpp5d				1988.26	4535.36	4658.79	6874.42	9604.39	1795.48	2524.06		
Q9ES56	Q9ES56	TPPC4_MOUSE	Trappc4		2841.45	3185.65	2755.02	3095.82	4294.81	3389.99	5169.6	3020.96	2588.75	3473.23	5015.2
Q9ES70;Q9ES74	Q9ES70;Q9ES74	NEK6_MOUSE;NEK7_MOUSE	Nek6;Nek7		1655.03	2357.65	2342.85	3079.28	2974.38	2999.61	2998.53	2246.71	3067.46	2983.05	2771.67
Q9ES74	Q9ES74	NEK7_MOUSE	Nek7			1497.35	1315.72	1395.66	765.672			1240.09	1497.83	1358.92	
Q9ES82	Q9ES82	POPD2_MOUSE	Popdc2		9746.39	11956.9	10831.8	8749.32	7265.63	7934.15	4873.21	12288	9981.72	14022.4	13572.5
Q9ES83	Q9ES83	POPD1_MOUSE	Bves		5963.15	5363.33	6330.66	4700.29	4653.83	4609.38	4015.86	6652.18	6979.09	6981.17	6056.43
Q9ES97	Q9ES97	RTN3_MOUSE	Rtn3		14156.1	16897.6	13664.7	14123.2	13398.6	16671.1	12433.1	18786.4	14561.8	16278.5	15657.2
Q9ESB3	Q9ESB3	HRG_MOUSE	Hrg		4671.39	4131.3	3835.12	9226.98	7145.12	10748.6	8165.35	6247.05	6465.47	4895.06	5853.76
Q9ESD7	Q9ESD7	DYSF_MOUSE	Dysf		6915.97	6652.88	6379.05	6177.19	6309.8	6958.32	6202.79	6115.51	6387.35	6931.63	8530.66
